,words,cos,id,brand,hash_similarity,match,predicted_match,predicted_scores
233,0.2222222222222222,0.2163965010013703,0.0,0.0,0.125,1,0,0.11965811965811966
353,0.0,0.0,0.0,0.0,0.0625,1,0,0.04452054794520548
954,0.1666666666666666,0.0884179118935996,0.0,0.0,0.0625,1,0,0.04452054794520548
1213,1.0,0.6546900874696129,0.0,0.0,0.0,0,1,0.6666666666666666
1081,0.6666666666666666,0.2772429001298099,0.0,0.0,0.0625,1,0,0.23371647509578544
881,0.6666666666666666,0.4443507273969982,0.0,0.0,0.6875,1,0,0.3902439024390244
1173,1.0,0.2871340831857171,0.0,0.0,0.0625,1,0,0.23371647509578544
1116,0.2857142857142857,0.1972062574904275,0.0,0.0,0.0,1,0,0.23371647509578544
877,0.6666666666666666,0.4443507273969982,0.0,0.0,0.6875,1,0,0.3902439024390244
1010,0.2222222222222222,0.1484382654244083,0.0,0.0,0.4375,1,0,0.11965811965811966
1379,0.8571428571428571,0.6128196842180642,0.0,0.0,0.0,0,1,0.568
1009,0.2222222222222222,0.1627332951150621,0.0,0.0,0.4375,1,0,0.11965811965811966
205,0.5454545454545454,0.3781228399646978,0.0,0.0,0.25,1,0,0.3902439024390244
938,0.0769230769230769,0.0319056008614224,0.0,0.0,0.0625,1,0,0.04452054794520548
872,0.4285714285714285,0.2462696856984602,0.0,0.0,0.0625,1,0,0.23371647509578544
1119,0.2857142857142857,0.2921012140946956,0.0,0.0,0.0,1,0,0.23371647509578544
1190,0.375,0.199526405945316,0.0,0.0,0.0625,1,0,0.23371647509578544
1419,1.0,1.0000000000000002,0.0,0.0,0.0,0,1,0.9482758620689655
921,0.0833333333333333,0.0905472157767625,0.0,0.0,0.1875,1,0,0.04452054794520548
1109,0.375,0.2799396732390524,0.0,0.0,0.0625,1,0,0.23371647509578544
9,0.8,0.5404253926141439,0.0,0.0,0.3125,0,1,0.568
1089,0.5,0.4272806202149183,0.0,0.0,0.1875,1,0,0.3902439024390244
867,0.3333333333333333,0.2462696856984602,0.0,0.0,0.0625,1,0,0.23371647509578544
213,0.5454545454545454,0.3781228399646978,0.0,0.0,0.25,1,0,0.3902439024390244
471,0.7142857142857143,0.6323626796485826,0.0,0.0,0.125,0,1,0.568
1085,0.2727272727272727,0.2545119867427383,0.0,1.0,0.0,1,0,0.23371647509578544
666,0.6153846153846154,0.5630401966411835,0.0,0.0,0.0,0,1,0.568
215,0.5454545454545454,0.3781228399646978,0.0,0.0,0.25,1,0,0.3902439024390244
1120,0.1428571428571428,0.1556961419222854,0.0,0.0,0.125,1,0,0.11965811965811966
599,0.5714285714285714,0.555325545408962,0.0,0.0,0.4375,0,1,0.568
94,0.625,0.6459761669579769,0.0,0.0,0.3125,0,1,0.6666666666666666
1168,0.5714285714285714,0.4529430477856778,0.0,0.0,0.1875,1,0,0.3902439024390244
1718,0.6,0.5521658851245338,0.0,0.0,0.3125,0,1,0.568
1207,0.75,0.6149457233510158,0.0,0.0,0.0,0,1,0.568
1309,1.0,0.9090924654269196,0.0,0.0,0.0,0,1,0.9482758620689655
1262,1.0,1.0000000000000002,0.0,0.0,0.0,0,1,0.9482758620689655
1263,0.8,0.8364505476656992,0.0,0.0,0.0,0,1,0.9482758620689655
904,0.3333333333333333,0.1458991742180307,0.0,0.0,0.0,1,0,0.23371647509578544
190,0.2,0.1136213542963381,0.0,0.0,0.0,1,0,0.04452054794520548
1773,0.8,0.6638287518453473,0.0,1.0,0.0,0,1,0.6666666666666666
1599,0.3333333333333333,0.3180870383815637,0.0,0.0,0.0,1,0,0.23371647509578544
1249,0.75,0.6120639639763392,0.0,0.0,0.0,0,1,0.568
91,1.0,0.7905367662118223,0.0,0.0,0.0,0,1,0.6666666666666666
1015,0.4545454545454545,0.3446087957970015,0.0,1.0,0.0,1,0,0.23371647509578544
48,0.5,0.4922800625245037,0.0,0.0,0.125,0,1,0.568
1164,0.4444444444444444,0.2580453740651161,0.0,0.0,0.0,1,0,0.23371647509578544
1706,0.5,0.4913810310780393,0.0,0.0,0.6875,0,1,0.568
340,0.0,0.0,0.0,0.0,0.1875,1,0,0.04452054794520548
1750,0.7,0.6318832411398692,0.0,1.0,0.0625,0,1,0.568
1019,0.5555555555555556,0.4708734702068257,0.0,0.0,0.0,1,0,0.3902439024390244
1169,0.75,0.4459692238182509,0.0,0.0,0.0,1,0,0.3902439024390244
216,0.5454545454545454,0.3781228399646978,0.0,0.0,0.25,1,0,0.3902439024390244
1179,0.5714285714285714,0.4628240778636782,0.0,0.0,0.8125,1,0,0.3902439024390244
289,0.5,0.1957477206981967,0.0,0.0,0.0,1,0,0.23371647509578544
1060,0.6666666666666666,0.3869927448226222,0.0,0.0,0.0625,1,0,0.3902439024390244
103,0.6666666666666666,0.5657742409488715,0.0,0.0,0.0625,0,1,0.568
1729,1.0,1.0,0.0,0.0,0.0,0,1,0.9482758620689655
118,1.0,0.6962815931474314,0.0,0.0,0.1875,0,1,0.6666666666666666
1156,0.3333333333333333,0.2201723988260921,0.0,0.0,0.0,1,0,0.23371647509578544
1177,0.5714285714285714,0.4628240778636782,0.0,0.0,0.8125,1,0,0.3902439024390244
1400,0.625,0.4999760631677225,0.0,0.0,0.0,0,1,0.568
945,0.6666666666666666,0.418420447842665,0.0,0.0,0.625,1,0,0.3902439024390244
957,0.1666666666666666,0.0932186005054357,0.0,0.0,0.0625,1,0,0.04452054794520548
1606,0.3333333333333333,0.3180870383815637,0.0,0.0,0.0,1,0,0.23371647509578544
1070,0.6666666666666666,0.3753419604463182,0.0,0.0,0.0625,1,0,0.3902439024390244
1722,0.75,0.6607277279172508,0.0,0.0,0.0,0,1,0.6666666666666666
1721,0.75,0.6607277279172508,0.0,0.0,0.0,0,1,0.6666666666666666
1221,0.75,0.5870076167661074,0.0,0.0,0.0,0,1,0.568
150,0.3333333333333333,0.3106639439295314,0.0,0.0,0.5625,0,1,0.8
184,0.125,0.1744182565168963,0.0,0.0,0.0,1,0,0.23371647509578544
1388,0.625,0.5823526899671875,0.0,0.0,0.0,0,1,0.568
893,0.6,0.4827690832849429,0.0,0.0,0.0,1,0,0.3902439024390244
607,0.5555555555555556,0.5159449533074851,0.0,0.0,0.0,0,1,0.568
23,0.3,0.559928654302384,0.0,0.0,0.125,0,1,0.6666666666666666
1123,0.2857142857142857,0.1972062574904275,0.0,0.0,0.0,1,0,0.23371647509578544
1668,1.0,0.3576244449233456,0.0,0.0,0.0,1,0,0.3902439024390244
1075,0.3333333333333333,0.2858486452626821,0.0,0.0,0.0625,1,0,0.23371647509578544
333,0.2857142857142857,0.1748239073993968,0.0,0.0,0.1875,1,0,0.11965811965811966
791,0.7,0.5696334689109036,0.0,0.0,0.125,0,1,0.568
443,0.4285714285714285,0.3544087770551001,0.0,1.0,0.625,0,1,0.8
1122,0.375,0.2799396732390524,0.0,0.0,0.0625,1,0,0.23371647509578544
