0, 1, 5.53125
0, 2, 4.765625
0, 3, 5.109375
0, 4, 4.984375
0, 5, 4.953125
0, 6, 4.078125
0, 7, 4.171875
0, 8, 4.953125
0, 9, 3.703125
0, 10, 4.859375
0, 11, 4.859375
0, 12, 4.921875
0, 13, 4.953125
0, 14, 4.609375
0, 15, 4.953125
0, 16, 4.921875
0, 17, 5.0
0, 18, 3.921875
0, 19, 4.078125
1, 2, 6.25
1, 3, 6.59375
1, 4, 6.46875
1, 5, 6.4375
1, 6, 5.0625
1, 7, 5.21875
1, 8, 6.375
1, 9, 4.6875
1, 10, 6.34375
1, 11, 6.34375
1, 12, 6.375
1, 13, 6.40625
1, 14, 6.0625
1, 15, 6.59375
1, 16, 6.40625
1, 17, 6.640625
1, 18, 5.03125
1, 19, 5.34375
2, 3, 6.65625
2, 4, 5.75
2, 5, 5.71875
2, 6, 5.203125
2, 7, 5.28125
2, 8, 5.90625
2, 9, 5.125
2, 10, 6.125
2, 11, 6.140625
2, 12, 5.625
2, 13, 5.65625
2, 14, 5.96875
2, 15, 6.03125
2, 16, 5.90625
2, 17, 6.109375
2, 18, 5.40625
2, 19, 5.625
3, 4, 7.46875
3, 5, 7.5
3, 6, 6.875
3, 7, 7.40625
3, 8, 8.40625
3, 9, 6.25
3, 10, 7.5625
3, 11, 7.71875
3, 12, 8.28125
3, 13, 8.375
3, 14, 7.84375
3, 15, 7.90625
3, 16, 7.53125
3, 17, 8.15625
3, 18, 7.3125
3, 19, 7.53125
4, 5, 5.53125
4, 6, 3.8125
4, 7, 4.0
4, 8, 4.71875
4, 9, 3.5625
4, 10, 4.84375
4, 11, 4.859375
4, 12, 4.6875
4, 13, 4.625
4, 14, 4.53125
4, 15, 5.1875
4, 16, 4.71875
4, 17, 4.71875
4, 18, 4.15625
4, 19, 4.0625
5, 6, 3.84375
5, 7, 4.0625
5, 8, 4.6875
5, 9, 3.625
5, 10, 4.9375
5, 11, 4.90625
5, 12, 4.65625
5, 13, 4.71875
5, 14, 4.5625
5, 15, 5.125
5, 16, 4.625
5, 17, 4.625
5, 18, 4.03125
5, 19, 4.09375
6, 7, 1.96875
6, 8, 1.53125
6, 9, 1.390625
6, 10, 1.421875
6, 11, 1.453125
6, 12, 1.46875
6, 13, 1.53125
6, 14, 1.5
6, 15, 1.453125
6, 16, 1.359375
6, 17, 1.46875
6, 18, 1.5625
6, 19, 1.8125
7, 8, 3.21875
7, 9, 2.3125
7, 10, 2.65625
7, 11, 2.734375
7, 12, 3.25
7, 13, 3.3125
7, 14, 3.0
7, 15, 2.78125
7, 16, 2.5625
7, 17, 3.21875
7, 18, 3.46875
7, 19, 3.71875
8, 9, 4.5625
8, 10, 5.6875
8, 11, 5.75
8, 12, 7.09375
8, 13, 7.03125
8, 14, 6.4375
8, 15, 6.09375
8, 16, 5.9375
8, 17, 6.875
8, 18, 5.84375
8, 19, 6.0625
9, 10, 0.75
9, 11, 0.75
9, 12, 0.8125
9, 13, 0.8125
9, 14, 0.71875
9, 15, 0.75
9, 16, 0.8125
9, 17, 0.75
9, 18, 0.78125
9, 19, 0.8125
10, 11, 8.75
10, 12, 7.1875
10, 13, 7.25
10, 14, 6.5
10, 15, 7.25
10, 16, 7.3125
10, 17, 7.25
10, 18, 6.15625
10, 19, 6.34375
11, 12, 7.21875
11, 13, 7.3125
11, 14, 6.5
11, 15, 7.3125
11, 16, 7.34375
11, 17, 7.28125
11, 18, 6.28125
11, 19, 6.40625
12, 13, 6.6875
12, 14, 5.46875
12, 15, 5.125
12, 16, 4.90625
12, 17, 5.875
12, 18, 5.3125
12, 19, 5.34375
13, 14, 6.21875
13, 15, 5.96875
13, 16, 5.6875
13, 17, 6.625
13, 18, 6.21875
13, 19, 6.0625
14, 15, 5.640625
14, 16, 5.203125
14, 17, 5.78125
14, 18, 4.78125
14, 19, 4.9375
15, 16, 11.15625
15, 17, 10.875
15, 18, 9.34375
15, 19, 9.6875
16, 17, 8.46875
16, 18, 6.46875
16, 19, 6.59375
17, 18, 7.125
17, 19, 7.25
18, 19, 4.59375
