,words,cos,id,brand,hash_similarity,match,predicted_match,predicted_scores
1147,0.5,0.3458525063817018,0.0,0.0,0.6875,1,0,0.40333894310207524
1506,0.3333333333333333,0.3599128294284758,0.0,0.0,0.0,1,0,0.28231661888788684
190,0.2,0.1136213542963381,0.0,0.0,0.0,1,0,0.14438439054803218
791,0.7,0.5696334689109036,0.0,0.0,0.125,0,1,0.7306417690550109
919,0.3333333333333333,0.3012854998239266,0.0,0.0,0.0625,1,0,0.19875963185997972
1018,0.2666666666666666,0.2249590007860625,0.0,0.0,0.0,1,0,0.16436642239293486
1740,0.625,0.4594434089396285,0.0,0.0,0.125,1,0,0.44955587246375295
405,0.8571428571428571,0.7708581274507357,0.0,0.0,0.0,0,1,0.9104736095475591
1016,0.3636363636363636,0.315452769414226,0.0,0.0,0.125,1,0,0.20099415543980315
913,0.3333333333333333,0.1529018996209445,0.0,0.0,0.0,1,0,0.12557347942820787
1306,0.75,0.5920174113427256,0.0,0.0,0.0,0,1,0.7739781844406758
1211,0.6666666666666666,0.5538345470522216,0.0,0.0,0.0,0,1,0.6849838962928594
65,0.6666666666666666,0.5321236023417115,0.0,0.0,0.1875,0,1,0.650194120930394
241,0.3333333333333333,0.1498005213196571,0.0,0.0,0.0,1,0,0.12511737962648717
900,0.3333333333333333,0.1458991742180307,0.0,0.0,0.0,1,0,0.12459558240057979
1164,0.4444444444444444,0.2580453740651161,0.0,0.0,0.0,1,0,0.14960433476273113
1778,0.7142857142857143,0.5649406075603338,0.0,0.0,0.0,0,1,0.7207466987890864
90,0.6666666666666666,0.4841709496924904,0.0,0.0,0.0625,0,1,0.5296838018467724
300,0.5,0.1825311891659405,0.0,0.0,0.0,1,0,0.1216634131301578
64,0.6666666666666666,0.5647764938095019,0.0,0.0,0.0625,0,1,0.7088513335176132
251,0.4444444444444444,0.4385732317050996,0.0,0.0,0.125,1,0,0.4057129976228135
1120,0.1428571428571428,0.1556961419222854,0.0,0.0,0.125,1,0,0.16201193512816564
1511,0.3333333333333333,0.3599128294284758,0.0,0.0,0.0,1,0,0.28231661888788684
1707,0.5,0.4292256633060139,0.0,0.0,0.625,0,1,0.5756112547660126
1419,1.0,1.0000000000000002,0.0,0.0,0.0,0,1,0.8869088799381903
1085,0.2727272727272727,0.2545119867427383,0.0,1.0,0.0,1,0,0.1545860936096997
1733,1.0,1.0,0.0,0.0,0.0625,0,1,0.8956301983179391
1248,0.75,0.6120639639763392,0.0,0.0,0.0,0,1,0.7998007544408132
189,0.1428571428571428,0.1024729038780985,0.0,0.0,0.0,1,0,0.15350090414298587
332,0.4285714285714285,0.4506597953209418,0.0,0.0,0.0,1,0,0.434638292327558
1149,0.3333333333333333,0.3774642499669215,0.0,0.0,0.0,1,0,0.3128926289213155
624,0.8,0.5990674124551185,0.0,0.0,0.75,0,1,0.9069690152220284
1504,0.3333333333333333,0.3599128294284758,0.0,0.0,0.0,1,0,0.28231661888788684
1002,0.4,0.3821053592894612,0.0,0.0,0.375,1,0,0.34214058447589074
406,0.8571428571428571,0.7708581274507357,0.0,0.0,0.0,0,1,0.9104736095475591
94,0.625,0.6459761669579769,0.0,0.0,0.3125,0,1,0.8820540246732681
1031,0.3333333333333333,0.3710495083175786,0.0,0.0,0.0625,1,0,0.3011307275480427
1005,0.1666666666666666,0.0847397761251631,0.0,0.0,0.8125,1,0,0.1724894955332844
118,1.0,0.6962815931474314,0.0,0.0,0.1875,0,1,0.9034643916494116
1054,0.4,0.3339650980604911,0.0,0.0,0.75,1,0,0.4293942946752689
63,0.6666666666666666,0.5647764938095019,0.0,0.0,0.0625,0,1,0.7088513335176132
1606,0.3333333333333333,0.3180870383815637,0.0,0.0,0.0,1,0,0.22312468391531776
876,0.3333333333333333,0.2462696856984602,0.0,0.0,0.0625,1,0,0.15174775414154199
607,0.5555555555555556,0.5159449533074851,0.0,0.0,0.0,0,1,0.5813927078729052
1014,0.6666666666666666,0.4308785523524861,0.0,0.0,0.0625,1,0,0.41043667018286156
1229,0.8,0.6609990818612781,0.0,0.0,0.0,0,1,0.856368153165434
1388,0.625,0.5823526899671875,0.0,0.0,0.0,0,1,0.7323619140147738
257,0.0,0.0,0.0,0.0,0.0,1,0,0.1628947078317353
1510,0.3333333333333333,0.3599128294284758,0.0,0.0,0.0,1,0,0.28231661888788684
544,0.7142857142857143,0.6649725392835033,0.0,0.0,0.125,0,1,0.8670094907001867
